"","1796","1797","1798","1799","1800","1801","1802","1803","1805","1807","1808","1809","1811","1812","1813","1814","1815","1816","1819","1820","1823","1824","1826","1827","1830","1831","1832","1834","1835","1837","1838","1840","1841","1843","1844","1845","1846","1847","1848"
"Actinobacteria",0.0201563168772407,0.189958998565571,0.0293881714285714,0.0260442014882401,0.0298037995742314,1.19639465994849,0.0565277142857141,0.0432537869501082,0.0888163739661821,0.00525608616480737,0.00340358590877634,0.0283853159077323,0.111197365085526,0.00957338612457368,0.0182692737774781,0.0151236428571429,0.0308657151675919,0.023632324520173,0.00355122892655146,0.832124199792722,0.0152395281360135,0.0247622139319684,0.0232846717612096,0.00565332800609577,0.0655868590167674,0.0138193722182498,0.011529513132763,0.0475610517073084,0.155272926353244,0.00781838549090327,0.110175541403494,0.00338352886144533,0.0240641139419412,0.0643895497840514,0.00114158574690245,0.00695592767709502,0.0369385751224289,0.100717497122357,0.0147419987364001
"Bacteroidetes",3.79278224478629,1.33184294740614,4.13279044285714,3.70308586874776,4.61286199124483,3.48540887836298,4.76980975714286,3.94852446995784,3.82793813794109,5.26262423679636,3.56213596069348,3.91248189499897,4.13047915217708,4.12864436265619,1.81221323299884,4.46221564285714,3.23445060669859,5.08114198608994,5.12895625575277,1.09471904480898,4.83075826197834,4.41011492271264,2.26475287521076,4.64311444997427,3.1775278765008,3.68701898211537,3.82476360323793,3.9254030370968,2.95706965775615,4.791785005949,3.3185618973483,5.17131130039811,4.91243491553664,1.29376022357026,4.69263780550394,4.42005941742093,4.79518140808957,3.34378803303463,4.71006915342264
"Candidatus Melainabacteria",0,0,0,0,0,0,0,0,0,0.00092764293665511,0,0,0,0,0.0080429153198034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285535738760206,0,0,0,0,0,0,0
"Euryarchaeota",0.000532628639909395,0,0,0.00655645751751186,0,0,0,0.00215948577598531,0,0,0,0,0.00407271457662248,0,0,0,0.00444544298415551,0,0,0.0195456890649753,0,0,0,0,0,0.00733534327630533,0,0,0.00167755711889204,0.00765848549547182,0,0,0,0,0,0,0.000686957211552865,0,0
"Firmicutes",1.37100506198637,3.96908739558391,1.19959598571429,1.70702452611569,0.916556815477759,0.713952395913605,0.709003285714286,1.44394941268427,1.65338387581097,0.236885463161611,1.94491785399531,1.52844407305394,1.16650624046473,1.40277713154759,3.69502260364577,0.690620357142857,2.21223216320663,0.43798998205886,0.30490927334807,3.1793607736047,0.583713540465327,0.972931871815259,0.567062236672318,0.909384637632965,2.21154520604415,1.75025045715717,1.67045619009724,1.45364739101173,2.39269175153298,0.730630993410543,1.93674863760734,0.376724432290666,0.607068977041872,4.0660141781698,0.755085707288163,1.10361572953512,0.655618479847562,1.9189709880294,0.773388876566668
"Lentisphaerae",0,0,0,0,0.000519257135439182,0,0,0.000577757159364489,0,0,0.00308267160472409,0,0,0,0.00996060128064873,0,0,0,0,0.00078947156390941,0,0,0,0,0,0.0178140867322335,0,0,0,0,0,0,0,0,0,0,0,0,0
"Proteobacteria",0.362658818056134,0.0802915400416487,0.179401114285714,0.128717835926734,0.0116871855473259,0.110075273001075,0.0360878142857143,0.0677391019354028,0.0012903428940098,0.00541542903560822,0.055586146033494,0.101210577212033,0.159173497083821,0.0304311441613347,0.0279178750180125,0.401624785714286,0.0702312020066057,0.0286666665142858,0.121891726474887,0.43694437490475,0.121931267944821,0.0997870700030419,1.98248758546411,0.0130705701215144,0.0607413874497539,0.0842712048154974,0.0646798221034462,0.1448181263065,0.061621670548262,0.0335366561846669,0.205944484865074,0.0171544300418083,0.0164145426226494,0.129010313827393,0.0896013882743256,0.0104497700850296,0.0819763367690623,0.20683370837618,0.0701699082711509
"Synergistetes",0.0044989291498623,7.24285817755118e-05,0,0,0,0,0,0.00385208582434531,0,0.00173828586328165,0.00230378584593062,0,0,0,0,0,0.00185027148143633,0,0,0,0,0,0,0,0,0.0100854005763086,0,0,0.00309381424151694,0,0,0,0.0114442712650818,0,0,0,0,0.000298071420055102,0.00305927116634819
"Verrucomicrobia",0.0197941739735367,0.000174385739197963,0.0302528571428572,0,0,0.0655974437942491,0,0.0613737446106782,0,0.0585813478784013,0,0.00090535719459184,0,0,0,0.00184302857142857,0.00393398582668529,0,0.0121212012121201,0.00794262993302228,0.0197858137204053,0.063832970516672,0.733840167626288,0.000206699979330002,0.0560251730292907,0.000834042904802453,0,0,0,0,0,0,0,0.0182581264847855,0.0329633580846674,0,0.00102625724548287,0.000821228547964898,0
