"","1796","1797","1798","1799","1800","1801","1802","1803","1805","1807","1808","1809","1811","1812","1813","1814","1815","1816","1819","1820","1823","1824","1826","1827","1830","1831","1832","1834","1835","1837","1838","1840","1841","1843","1844","1845","1846","1847","1848"
"Acidaminococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000840171536593483,0,0.0362833724652392,0,0,0.0612539676435375,0,0,0,0,0,0.0032654144723094,0,0,0,0,0,0,0.00900231415710978,0,0,0,0.0356131321327418,0,0
"Actinomyces",0,0,0,0.000403371451621226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000685285831763286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180514265084084,0,0,0,0,0
"Adlercreutzia",0.00594304362124847,0.000144300020614288,0.0009906,0,0.00094324284366796,0.000544885722069796,0,0.00401811440051755,0,0,0.000757157186123266,0.000318128589607348,0.0038849574203541,0,0.00408385766792457,0,0,0,8.63571514928581e-05,0.00102681446173962,8.13428548187755e-05,0,0,0,0.000668571447673471,0,0.000265757116281431,0.000723171345923274,8.96999987185715e-05,0.000322028562227755,0,0,0.000186085711627347,0.00064572849763103,0,0,0.0015120858654943,0,0.000433457105703675
"Agathobaculum",0.0260737319237655,0.172977281853897,0.0112230857142857,0.0215759155186237,0,0.0419333577419051,0.00639377142857142,0.00149035718543878,0.00183467148099061,0.000674700057831435,0.0024625715692898,0.00768300043902862,0.0143157867368419,0.000148757149232449,0.00153715734049166,0.001131,0,0.00386545648020746,0.000578314343545719,0.00331667199714377,0.00051591427097388,0.000512571421248978,0.0148913144984473,0.00293391399232289,0.00124187146405347,0,0.0053318566096715,0.00192325692305635,0.00685842847345102,0.00223692850751633,0.0107628841767308,0.00164970014140287,4.1228570839592e-05,0.0175171265694713,0.00395404297011551,0.00140232839112921,0.00835770083577008,0.00868641403753102,0.0028676140399188
"Aggregatibacter",0,0,0,0.00222188584125062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000283585681875922,0,0,0,0,0
"Akkermansia",0.0197941739735367,0.000174385739197963,0.0302528571428572,0,0,0.0655974437942491,0,0.0613737446106782,0,0.0585813478784013,0,0.00090535719459184,0,0,0,0.00184302857142857,0.00393398582668529,0,0.0121212012121201,0.00794262993302228,0.0197858137204053,0.063832970516672,0.733840167626288,0.000206699979330002,0.0560251730292907,0.000834042904802453,0,0,0,0,0,0,0,0.0182581264847855,0.0329633580846674,0,0.00102625724548287,0.000821228547964898,0
"Alistipes",1.05856655038713,0.244737849248264,0.947559599999998,0.450815511475172,1.16499906907144,1.41148467730692,0.286042714285714,1.36930898198025,0.878648296532809,0.42373782203467,0.429967224569556,0.240401585165805,0.4741653767261,0.311097441904176,0.278150821476534,0.288010542857143,0.566312330466068,0.435034896851159,0.407127726427058,0.148358254004272,0.413566573898096,0.747294589324361,0,0.237942876205712,0.515665257590436,0.776366358649508,0.538901388967005,0.538008838513276,0.206151211340697,0.772533706499036,0.723033710995184,0.334045614346767,1.07619607034006,0.141999540914338,0.0618216874806198,0.043231494441665,0.52873531001639,0.334304647591296,0.535829868357439
"Allisonella",0,0.000707571529653074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000768300021951431,0,0,0,0,0,0,0,0.000101957145770204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaeromassilibacillus",7.85571529573483e-05,0,0.0019851,0,0,0.00526611436094449,0,0,0,0,0,0,0,0,0,0,0.00018218571949102,0,0,0.0120482163511228,0,0,2.730000039e-05,0,0.000813428594669387,0,0,0.000282471396288983,1.28142855312245e-05,0,0,0,0,0,0,0,0,0,0
"Anaerostipes",6.96428660969398e-05,0.00442204348886336,0,0,0,0.00570180008145427,0.000164357142857143,0.00627677160790777,0.000342642866932653,0.00193718588033022,0.0154323008818458,0.0270543015459601,0.00903462921675924,0.00246368581987225,0.0114866157625649,0.0115055571428572,0.0189673719704964,0.00982186974482232,0.00696261498197577,0.0158067027097205,0,0.0131831140973841,0.0258274717975353,0.00592298512198719,0.00468668584819102,4.68000026742858e-05,0.0193010980698902,0.00615085643990212,0.0344297566510035,0.00989374257446449,0.00228707110184698,0.027552388075919,0,0.0065375135385699,0.0103979574399416,0.0385041379066108,0.0109729296687215,0.0855058261284049,0.0127641417630735
"Anaerotignum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238624309576717,0,0,0,0.0034955143356502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038186575247229,0,0
"Anaerotruncus",0.000947142978918384,0,0.00321917142857143,0,0.00032759999532,0.00346152862087898,0,0.0724029449257984,0.000234000006685715,0,0.000774985758570613,0.000393900022508573,0.00465882890420208,0,0.000581100074712865,0.000434014285714285,0,0,0,0.00725065838582717,0.000286928563230612,0,0.00214555717350796,0,0.00346654295618694,0,0.00123908559037715,0,0.00143297140810041,0.00060784283977592,0,0,0,1.06672063523193,0,0,0.000832928654721439,0.361138318253191,0.000637928516748986
"Asaccharobacter",0.0048449149086319,0.000431785775969395,0.00105244285714286,8.97000051257146e-05,0.00103127141383898,0.00164301430918592,0,0.00624780017850858,0,0,1.28142864465307e-05,0.000275228587155919,0.00419640029974289,0,0.00453012915387377,5.01428571428573e-05,0,0,0.000337628605191432,0.00238234326554456,0.000113657139609796,0,0,0,0.000736542878186938,0,0.000399471388624288,0.00119395700640491,0.000114771426931837,0.00100118568568041,0,0,0.000118671426876123,0.000671914208924092,0,0,0.00165750016575002,0,0.000866357068597964
